Galaxy identifier,Assumed distance (Mpc),Galactocentric radius (kpc),Galactocentric radius (m),Observed circular velocity (km/s),Observed circular velocity (m/s),Uncertainy in v obs (km/s),Gas velocity contribution (km/s),Gas velocity contribution (m/s),Disk velocity contribution (km/s),Disk velocity contribution (m/s),Bulge velocity contribution (km/s),Bulge velocity contribution (m/s),Disk surface brightness (solLum/pc2),Bulge surface brightness (solLum/pc2)
UGC02953,16.5,6,1.8516E+20,306,306000,7.89,-10.56,-10560,302.48,302480,147.17,147170,492.68,0.01
UGC02953,16.5,6.18,1.90715E+20,307,307000,4.41,-10.25,-10250,303.22,303220,145.01,145010,468.31,0
UGC02953,16.5,6.27,1.93492E+20,308,308000,3.2,-10.11,-10110,303.58,303580,143.96,143960,458.48,0
UGC02953,16.5,6.36,1.9627E+20,309,309000,6.66,-9.94,-9940,303.97,303970,142.94,142940,449.61,0
UGC02953,16.5,6.45,1.99047E+20,310,310000,5.83,-9.76,-9760,304.41,304410,141.93,141930,441.7,0
UGC02953,16.5,6.53,2.01516E+20,310,310000,3.83,-9.58,-9580,304.83,304830,141.06,141060,435.47,0
UGC02953,16.5,6.61,2.03985E+20,311,311000,2.41,-9.37,-9370,305.34,305340,140.2,140200,430.01,0
UGC02953,16.5,6.7,2.06762E+20,312,312000,1.25,-9.15,-9150,306.03,306030,139.26,139260,424.77,0
UGC02953,16.5,6.79,2.09539E+20,312,312000,3.61,-8.91,-8910,306.85,306850,138.35,138350,417.48,0
UGC02953,16.5,6.87,2.12008E+20,313,313000,13.8,-8.64,-8640,307.19,307190,137.53,137530,408.19,0
UGC02953,16.5,6.96,2.14786E+20,313,313000,4.58,-8.36,-8360,307.95,307950,136.63,136630,397.12,0
UGC02953,16.5,7.05,2.17563E+20,314,314000,3.05,-8.05,-8050,308.63,308630,135.75,135750,385.39,0
UGC02953,16.5,7.2,2.22192E+20,315,315000,1.38,-7.43,-7430,309.44,309440,134.31,134310,364.37,0
UGC02953,16.5,7.39,2.28055E+20,316,316000,0.75,-6.59,-6590,309.73,309730,132.58,132580,335.1,0
UGC02953,16.5,7.47,2.30524E+20,316,316000,8.57,-6.16,-6160,309.53,309530,131.86,131860,325.32,0
UGC02953,16.5,7.99,2.46571E+20,318,318000,1.36,-2.38,-2380,307.52,307520,127.53,127530,288.76,0
UGC02953,16.5,8.08,2.49349E+20,318,318000,16,-0.67,-670,307.34,307340,126.82,126820,285.24,0
UGC02953,16.5,8.16,2.51818E+20,318,318000,5.5,2,2000,307.11,307110,126.2,126200,282.8,0
UGC02953,16.5,8.25,2.54595E+20,319,319000,2.94,2.92,2920,307.22,307220,125.51,125510,276.89,0
UGC02953,16.5,8.34,2.57372E+20,319,319000,1.74,3.49,3490,307.32,307320,124.83,124830,270.93,0
UGC02953,16.5,8.4,2.59224E+20,319,319000,2.2,3.85,3850,307.36,307360,124.38,124380,266.95,0
UGC02953,16.5,9.59,2.95947E+20,319,319000,3.23,7.94,7940,304.71,304710,116.41,116410,195.24,0
UGC02953,16.5,10.8,3.33288E+20,317,317000,4.08,12.02,12020,299.89,299890,109.7,109700,155.37,0
UGC02953,16.5,12.02,3.70937E+20,312,312000,2.62,17.77,17770,298.77,298770,103.98,103980,118.88,0
UGC02953,16.5,13.22,4.07969E+20,308,308000,0.76,22.79,22790,295.36,295360,99.15,99150,82.4,0
UGC02953,16.5,14.42,4.45001E+20,303,303000,1.86,24.88,24880,287.38,287380,94.93,94930,50.37,0
UGC02953,16.5,15.63,4.82342E+20,298,298000,1.34,24.46,24460,274.79,274790,91.19,91190,30.81,0
UGC02953,16.5,16.83,5.19374E+20,296,296000,1.41,24.25,24250,262.23,262230,87.87,87870,22.51,0
UGC02953,16.5,18.03,5.56406E+20,294,294000,1.15,25.92,25920,253.58,253580,84.9,84900,18.71,0
UGC02953,16.5,19.23,5.93438E+20,294,294000,0.59,28.33,28330,245.5,245500,82.21,82210,12.92,0
UGC02953,16.5,20.43,6.3047E+20,294,294000,0.5,31.05,31050,237.34,237340,79.76,79760,9.23,0
UGC02953,16.5,21.64,6.6781E+20,292,292000,1.21,33.56,33560,229.62,229620,77.5,77500,6.57,0
UGC02953,16.5,22.84,7.04842E+20,290,290000,1.21,34.91,34910,222.49,222490,75.43,75430,4.66,0
UGC02953,16.5,24.04,7.41874E+20,287,287000,0.81,34.6,34600,215.84,215840,73.53,73530,3.32,0
UGC02953,16.5,25.24,7.78906E+20,283,283000,1.08,32.72,32720,209.67,209670,71.76,71760,2.37,0
UGC02953,16.5,26.44,8.15938E+20,279,279000,1.87,31.05,31050,203.93,203930,70.11,70110,1.69,0
UGC02953,16.5,27.65,8.53279E+20,276,276000,1.55,30.52,30520,198.57,198570,68.56,68560,1.2,0
UGC02953,16.5,28.85,8.90311E+20,273,273000,1.9,30.21,30210,193.62,193620,67.12,67120,0.86,0
UGC02953,16.5,30.05,9.27343E+20,271,271000,1.12,30,30000,189.02,189020,65.76,65760,0.61,0
UGC02953,16.5,31.25,9.64375E+20,270,270000,1.41,30.73,30730,184.73,184730,64.49,64490,0.43,0
UGC02953,16.5,32.34,9.98012E+20,268,268000,1.76,31.88,31880,181.07,181070,63.39,63390,0.32,0
UGC02953,16.5,33.55,1.03535E+21,267,267000,1.81,33.03,33030,177.28,177280,62.24,62240,0.23,0
UGC02953,16.5,34.75,1.07239E+21,266,266000,2.18,33.45,33450,173.75,173750,61.15,61150,0.16,0
UGC02953,16.5,35.95,1.10942E+21,265,265000,3.01,33.24,33240,170.44,170440,60.13,60130,0.12,0
UGC02953,16.5,37.15,1.14645E+21,264,264000,2.04,32.93,32930,167.32,167320,59.15,59150,0.08,0
UGC02953,16.5,38.35,1.18348E+21,264,264000,1.58,32.82,32820,164.38,164380,58.21,58210,0.06,0
UGC02953,16.5,39.56,1.22082E+21,264,264000,3.23,33.03,33030,161.57,161570,57.32,57320,0.04,0
UGC02953,16.5,40.76,1.25785E+21,264,264000,2.94,33.76,33760,158.94,158940,56.47,56470,0.03,0
UGC02953,16.5,41.96,1.29489E+21,264,264000,1.62,34.29,34290,156.44,156440,55.65,55650,0.02,0
UGC02953,16.5,43.16,1.33192E+21,264,264000,2.15,34.29,34290,154.06,154060,54.87,54870,0.02,0
UGC02953,16.5,44.36,1.36895E+21,262,262000,4.45,34.08,34080,151.79,151790,54.13,54130,0.01,0
UGC02953,16.5,45.57,1.40629E+21,260,260000,7.43,34.39,34390,149.61,149610,53.4,53400,0.01,0
UGC02953,16.5,46.77,1.44332E+21,258,258000,7.22,34.81,34810,147.54,147540,52.71,52710,0.01,0
UGC02953,16.5,47.97,1.48035E+21,257,257000,5.37,34.81,34810,145.56,145560,52.05,52050,0,0
UGC02953,16.5,49.17,1.51739E+21,258,258000,5.43,34.6,34600,143.67,143670,51.41,51410,0,0
UGC02953,16.5,50.37,1.55442E+21,260,260000,6.47,34.6,34600,141.84,141840,50.79,50790,0,0
UGC02953,16.5,51.58,1.59176E+21,263,263000,5.75,34.6,34600,140.1,140100,50.2,50200,0,0
UGC02953,16.5,52.78,1.62879E+21,265,265000,5.54,34.18,34180,138.41,138410,49.62,49620,0,0
UGC02953,16.5,53.98,1.66582E+21,266,266000,4.43,33.56,33560,136.79,136790,49.07,49070,0,0
UGC02953,16.5,55.18,1.70285E+21,266,266000,4.71,33.14,33140,135.22,135220,48.53,48530,0,0
UGC02953,16.5,57.59,1.77723E+21,262,262000,5.28,32.72,32720,132.24,132240,47.5,47500,0,0
UGC02953,16.5,59.99,1.85129E+21,263,263000,4.7,31.36,31360,129.47,129470,46.54,46540,0,0
UGC02953,16.5,62.39,1.92536E+21,272,272000,5.04,30.52,30520,126.87,126870,45.64,45640,0,0
UGC03205,50,0.28,8.6408E+18,107,107000,30.2,-1.6,-1600,13.69,13690,91.46,91460,618.49,5800.33
UGC03205,50,0.55,1.6973E+19,121,121000,15.6,-2.32,-2320,26,26000,143.82,143820,603.26,3274.79
UGC03205,50,0.83,2.56138E+19,134,134000,8.69,-3.04,-3040,37.95,37950,161.88,161880,587.86,1870.98
UGC03205,50,1.39,4.28954E+19,157,157000,12.5,-4.39,-4390,60.02,60020,171.18,171180,558.23,849.89
UGC03205,50,1.65,5.0919E+19,168,168000,11.7,-4.98,-4980,69.62,69620,173.79,173790,544.98,599.88
UGC03205,50,3.04,9.38144E+19,207,207000,8.04,-7.06,-7060,115.86,115860,156.1,156100,470.23,10.13
UGC03205,50,3.32,1.02455E+20,213,213000,6.53,-7.33,-7330,124.12,124120,149.78,149780,462.95,3.88
UGC03205,50,3.59,1.10787E+20,218,218000,11.2,-7.54,-7540,132.68,132680,144.22,144220,455.55,1.53
UGC03205,50,3.87,1.19428E+20,222,222000,6.05,-7.69,-7690,142.15,142150,138.97,138970,450.84,0.59
UGC03205,50,4.15,1.28069E+20,226,226000,5.41,-7.79,-7790,153.48,153480,134.27,134270,445.2,0.23
UGC03205,50,4.43,1.3671E+20,229,229000,5.96,-7.83,-7830,164.2,164200,129.95,129950,417.46,0.09
UGC03205,50,4.7,1.45042E+20,232,232000,7.41,-7.81,-7810,172.5,172500,126.18,126180,387.64,0.03
UGC03205,50,4.97,1.53374E+20,234,234000,6.1,-7.72,-7720,178.86,178860,122.67,122670,357.56,0.01
UGC03205,50,5.25,1.62015E+20,235,235000,3.89,-7.58,-7580,184.4,184400,119.35,119350,339.44,0.01
UGC03205,50,5.52,1.70347E+20,236,236000,9.03,-7.35,-7350,190.48,190480,116.43,116430,324.46,0
UGC03205,50,5.8,1.78988E+20,237,237000,10,-7.05,-7050,196.76,196760,113.55,113550,303.79,0
UGC03205,50,6.08,1.87629E+20,237,237000,7.36,-6.7,-6700,202.21,202210,110.91,110910,281.08,0
UGC03205,50,6.36,1.9627E+20,237,237000,10.2,-6.27,-6270,207.12,207120,108.43,108430,256.11,0
UGC03205,50,6.63,2.04602E+20,236,236000,10.4,-5.76,-5760,210.37,210370,106.22,106220,231.86,0
UGC03205,50,6.91,2.13243E+20,236,236000,5.83,-5.16,-5160,212.88,212880,104.02,104020,209.52,0
UGC03205,50,7.19,2.21883E+20,235,235000,5.43,-4.56,-4560,214.54,214540,101.99,101990,188.62,0
UGC03205,50,7.27,2.24352E+20,234,234000,8.36,-4.39,-4390,214.82,214820,101.43,101430,183.32,0
UGC03205,50,7.46,2.30216E+20,234,234000,7.88,-3.95,-3950,215.36,215360,100.13,100130,171.57,0
UGC03205,50,8.02,2.47497E+20,231,231000,8.17,1.42,1420,216.46,216460,96.57,96570,142.56,0
UGC03205,50,8.29,2.55829E+20,229,229000,5.82,3.82,3820,216.57,216570,94.99,94990,129.68,0
UGC03205,50,8.56,2.64162E+20,228,228000,7.21,5.49,5490,216.49,216490,93.48,93480,117.85,0
